2026-07-21 12:31:02 | INFO    | Discovered 50 unique trending candidates.
2026-07-21 13:16:55 | ERROR   | Failed to process topic 'NHAI Encourages Women Focused Skill Development through ‘Project Saksham’ - News On AIR': name 'CFG' is not defined
2026-07-21 13:17:00 | INFO    | Researched 'New prototype learning system for software development education uses a learning-by-teaching approach - Tech Xplore' (4 facts).
2026-07-21 13:17:26 | INFO    | Wrote blog 'Innovative Learning System for Software Development' (2531 words).
2026-07-21 13:17:27 | WARNING | All image generation attempts failed. Publishing without image.
2026-07-21 13:17:27 | INFO    | Publishing payload keys: ['category_id', 'title', 'slug', 'short_content', 'content', 'meta_title', 'meta_description', 'meta_keywords', 'alt', 'status']
2026-07-21 13:17:27 | INFO    |   meta_title='Transforming Software Education with New Learning '
2026-07-21 13:17:27 | INFO    |   meta_description='Discover the innovative learning-by-teaching appro'
2026-07-21 13:17:27 | INFO    |   meta_keywords='software development, education, learning-by-teach'
2026-07-21 13:17:27 | ERROR   | Smart gate rejected 'Innovative Learning System for Software Development': {"status":false,"message":"Publish rejected.","error":"Smart gate validation failed.","errors":{"meta_title":["Missing meta_title."],"meta_description":["Missing meta_description."],"meta_keywords":["Missing meta_keywords."]}}
2026-07-21 13:17:27 | INFO    | Saved failed payload to C:\Users\pavan\OneDrive\Desktop\EFOS-AI-Blog\05_automation\src\state\failed_publishes\20260721_131727_innovative-learning-system-software-development.json
2026-07-21 13:17:27 | WARNING | Publish returned failure for 'New prototype learning system for software development education uses a learning-by-teaching approach - Tech Xplore': {'status': False, 'message': 'Publish rejected.', 'error': 'Smart gate validation failed.', 'errors': {'meta_title': ['Missing meta_title.'], 'meta_description': ['Missing meta_description.'], 'meta_keywords': ['Missing meta_keywords.']}}
2026-07-21 13:17:27 | ERROR   | Failed to process topic 'New prototype learning system for software development education uses a learning-by-teaching approach - Tech Xplore': name 'CFG' is not defined
2026-07-21 13:17:27 | INFO    | Daily run complete. Published 0 blog(s).
2026-07-21 13:18:07 | INFO    | Discovered 50 unique trending candidates.
2026-07-21 13:18:09 | INFO    | AI selected 2 topics.
2026-07-21 13:18:18 | INFO    | Researched 'NHAI Encourages Women Focused Skill Development through ‘Project Saksham’ - News On AIR' (4 facts).
2026-07-21 13:18:38 | INFO    | Wrote blog 'NHAI Project Saksham: Empowering Women through Skills' (1096 words).
2026-07-21 13:18:39 | WARNING | All image generation attempts failed. Publishing without image.
2026-07-21 13:18:39 | INFO    | Publishing payload keys: ['category_id', 'title', 'slug', 'short_content', 'content', 'meta_title', 'meta_description', 'meta_keywords', 'alt', 'status']
2026-07-21 13:18:39 | INFO    |   meta_title='NHAI Project Saksham: Empowering Women through Ski'
2026-07-21 13:18:39 | INFO    |   meta_description="Discover how NHAI's Project Saksham empowers women"
2026-07-21 13:18:39 | INFO    |   meta_keywords='NHAI, Project Saksham, women empowerment, skill de'
2026-07-21 13:18:40 | ERROR   | Smart gate rejected 'NHAI Project Saksham: Empowering Women through Skills': {"status":false,"message":"Publish rejected.","error":"Smart gate validation failed.","errors":{"meta_title":["Missing meta_title."],"meta_description":["Missing meta_description."],"meta_keywords":["Missing meta_keywords."]}}
2026-07-21 13:18:40 | INFO    | Saved failed payload to C:\Users\pavan\OneDrive\Desktop\EFOS-AI-Blog\05_automation\src\state\failed_publishes\20260721_131840_nhai-project-saksham-women-skills.json
2026-07-21 13:18:40 | WARNING | Publish returned failure for 'NHAI Encourages Women Focused Skill Development through ‘Project Saksham’ - News On AIR': {'status': False, 'message': 'Publish rejected.', 'error': 'Smart gate validation failed.', 'errors': {'meta_title': ['Missing meta_title.'], 'meta_description': ['Missing meta_description.'], 'meta_keywords': ['Missing meta_keywords.']}}
2026-07-21 13:18:40 | INFO    | Saved pending blog to C:\Users\pavan\OneDrive\Desktop\EFOS-AI-Blog\05_automation\src\state\pending_blogs\nhai-project-saksham-women-skills_20260721_131840.json
2026-07-21 13:18:46 | INFO    | Researched 'New prototype learning system for software development education uses a learning-by-teaching approach - Tech Xplore' (3 facts).
2026-07-21 13:19:10 | INFO    | Wrote blog 'Revolutionizing Software Development Education' (2550 words).
2026-07-21 13:19:11 | WARNING | All image generation attempts failed. Publishing without image.
2026-07-21 13:19:11 | INFO    | Publishing payload keys: ['category_id', 'title', 'slug', 'short_content', 'content', 'meta_title', 'meta_description', 'meta_keywords', 'alt', 'status']
2026-07-21 13:19:11 | INFO    |   meta_title='Revolutionizing Software Development Education'
2026-07-21 13:19:11 | INFO    |   meta_description='Explore the new learning-by-teaching prototype tha'
2026-07-21 13:19:11 | INFO    |   meta_keywords='software development, education, learning-by-teach'
2026-07-21 13:19:11 | ERROR   | Smart gate rejected 'Revolutionizing Software Development Education': {"status":false,"message":"Publish rejected.","error":"Smart gate validation failed.","errors":{"meta_title":["Missing meta_title."],"meta_description":["Missing meta_description."],"meta_keywords":["Missing meta_keywords."]}}
2026-07-21 13:19:11 | INFO    | Saved failed payload to C:\Users\pavan\OneDrive\Desktop\EFOS-AI-Blog\05_automation\src\state\failed_publishes\20260721_131911_revolutionizing-software-development-education.json
2026-07-21 13:19:11 | WARNING | Publish returned failure for 'New prototype learning system for software development education uses a learning-by-teaching approach - Tech Xplore': {'status': False, 'message': 'Publish rejected.', 'error': 'Smart gate validation failed.', 'errors': {'meta_title': ['Missing meta_title.'], 'meta_description': ['Missing meta_description.'], 'meta_keywords': ['Missing meta_keywords.']}}
2026-07-21 13:19:11 | INFO    | Saved pending blog to C:\Users\pavan\OneDrive\Desktop\EFOS-AI-Blog\05_automation\src\state\pending_blogs\revolutionizing-software-development-education_20260721_131911.json
2026-07-21 13:19:11 | INFO    | Daily run complete. Published 0 blog(s).
2026-07-21 13:19:44 | INFO    | Discovered 50 unique trending candidates.
2026-07-21 13:19:48 | INFO    | AI selected 2 topics.
2026-07-21 13:19:55 | INFO    | Researched 'NHAI Encourages Women Focused Skill Development through ‘Project Saksham’ - News On AIR' (3 facts).
2026-07-21 13:20:14 | INFO    | Wrote blog 'Project Saksham: Empowering Women through Skill Development' (854 words).
2026-07-21 13:20:16 | WARNING | All image generation attempts failed. Publishing without image.
2026-07-21 13:20:16 | INFO    | Publishing payload keys: ['category_id', 'title', 'slug', 'short_content', 'content', 'meta_title', 'meta_description', 'meta_keywords', 'alt', 'status']
2026-07-21 13:20:16 | INFO    |   meta_title='Project Saksham: Empowering Women through Skill De'
2026-07-21 13:20:16 | INFO    |   meta_description="Learn about NHAI's Project Saksham, a skill develo"
2026-07-21 13:20:16 | INFO    |   meta_keywords='Project Saksham, NHAI, women empowerment, skill de'
2026-07-21 13:20:16 | INFO    | [DRY-RUN] Would publish 'Project Saksham: Empowering Women through Skill Development' to category 5.
2026-07-21 13:20:25 | INFO    | Researched 'Summer internship program prepares students for careers in adolescent health - UT Health San Antonio' (4 facts).
2026-07-21 13:20:49 | INFO    | Wrote blog 'Summer Internship in Adolescent Health' (923 words).
2026-07-21 13:20:50 | WARNING | All image generation attempts failed. Publishing without image.
2026-07-21 13:20:50 | INFO    | Publishing payload keys: ['category_id', 'title', 'slug', 'short_content', 'content', 'meta_title', 'meta_description', 'meta_keywords', 'alt', 'status']
2026-07-21 13:20:50 | INFO    |   meta_title='Summer Internship Program - UT Health San Antonio'
2026-07-21 13:20:50 | INFO    |   meta_description='Discover the Summer Internship Program at UT Healt'
2026-07-21 13:20:50 | INFO    |   meta_keywords='summer internship, adolescent health, UT Health Sa'
2026-07-21 13:20:50 | INFO    | [DRY-RUN] Would publish 'Summer Internship in Adolescent Health' to category 18.
2026-07-21 13:20:50 | INFO    | Daily run complete. Published 2 blog(s).
2026-07-21 13:27:12 | INFO    | Discovered 50 unique trending candidates.
2026-07-21 13:27:18 | INFO    | AI selected 2 topics.
2026-07-21 13:27:18 | WARNING | chat_json attempt 1 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Add credits or switch model.
2026-07-21 13:27:20 | WARNING | chat_json attempt 2 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Add credits or switch model.
2026-07-21 13:27:24 | WARNING | chat_json attempt 3 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Add credits or switch model.
2026-07-21 13:27:30 | ERROR   | Failed to process topic 'NHAI Encourages Women Focused Skill Development through ‘Project Saksham’ - News On AIR': chat_json failed after 3 attempts: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Add credits or switch model.
2026-07-21 13:27:30 | WARNING | chat_json attempt 1 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Add credits or switch model.
2026-07-21 13:27:32 | WARNING | chat_json attempt 2 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Add credits or switch model.
2026-07-21 13:27:37 | WARNING | chat_json attempt 3 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Add credits or switch model.
2026-07-21 13:27:43 | ERROR   | Failed to process topic 'New prototype learning system for software development education uses a learning-by-teaching approach - Tech Xplore': chat_json failed after 3 attempts: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Add credits or switch model.
2026-07-21 13:27:43 | INFO    | Daily run complete. Published 0 blog(s).
2026-07-21 14:10:42 | INFO    | Discovered 50 unique trending candidates.
2026-07-21 14:10:46 | INFO    | AI selected 2 topics.
2026-07-21 14:10:47 | WARNING | chat_json model=openai/gpt-4o-mini attempt 1 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Trying next model...
2026-07-21 14:10:49 | WARNING | chat_json model=openai/gpt-4o-mini attempt 2 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Trying next model...
2026-07-21 14:10:53 | WARNING | chat_json model=openai/gpt-4o-mini attempt 3 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Trying next model...
2026-07-21 14:10:59 | WARNING | Model openai/gpt-4o-mini exhausted. Trying next fallback...
2026-07-21 14:10:59 | WARNING | chat_json model=meta-llama/llama-3.1-8b-instruct:free attempt 1 failed: HTTP 404: Model meta-llama/llama-3.1-8b-instruct:free not found. Trying next model...
2026-07-21 14:11:01 | WARNING | chat_json model=meta-llama/llama-3.1-8b-instruct:free attempt 2 failed: HTTP 404: Model meta-llama/llama-3.1-8b-instruct:free not found. Trying next model...
2026-07-21 14:11:06 | WARNING | chat_json model=meta-llama/llama-3.1-8b-instruct:free attempt 3 failed: HTTP 404: Model meta-llama/llama-3.1-8b-instruct:free not found. Trying next model...
2026-07-21 14:11:12 | WARNING | Model meta-llama/llama-3.1-8b-instruct:free exhausted. Trying next fallback...
2026-07-21 14:11:12 | WARNING | chat_json model=google/gemini-2.0-flash-exp:free attempt 1 failed: HTTP 404: Model google/gemini-2.0-flash-exp:free not found. Trying next model...
2026-07-21 14:11:14 | WARNING | chat_json model=google/gemini-2.0-flash-exp:free attempt 2 failed: HTTP 404: Model google/gemini-2.0-flash-exp:free not found. Trying next model...
2026-07-21 14:11:18 | WARNING | chat_json model=google/gemini-2.0-flash-exp:free attempt 3 failed: HTTP 404: Model google/gemini-2.0-flash-exp:free not found. Trying next model...
2026-07-21 14:11:24 | WARNING | Model google/gemini-2.0-flash-exp:free exhausted. Trying next fallback...
2026-07-21 14:11:24 | ERROR   | Failed to process topic 'NHAI Encourages Women Focused Skill Development through ‘Project Saksham’ - News On AIR': chat_json failed after trying ['openai/gpt-4o-mini', 'meta-llama/llama-3.1-8b-instruct:free', 'google/gemini-2.0-flash-exp:free']: HTTP 404: Model google/gemini-2.0-flash-exp:free not found. Trying next model...
2026-07-21 14:11:24 | WARNING | chat_json model=openai/gpt-4o-mini attempt 1 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Trying next model...
2026-07-21 14:11:26 | WARNING | chat_json model=openai/gpt-4o-mini attempt 2 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Trying next model...
2026-07-21 14:11:31 | WARNING | chat_json model=openai/gpt-4o-mini attempt 3 failed: HTTP 402: Insufficient credits for openai/gpt-4o-mini. Trying next model...
2026-07-21 14:11:37 | WARNING | Model openai/gpt-4o-mini exhausted. Trying next fallback...
2026-07-21 14:11:37 | WARNING | chat_json model=meta-llama/llama-3.1-8b-instruct:free attempt 1 failed: HTTP 404: Model meta-llama/llama-3.1-8b-instruct:free not found. Trying next model...
2026-07-21 14:11:39 | WARNING | chat_json model=meta-llama/llama-3.1-8b-instruct:free attempt 2 failed: HTTP 404: Model meta-llama/llama-3.1-8b-instruct:free not found. Trying next model...
2026-07-21 14:11:43 | WARNING | chat_json model=meta-llama/llama-3.1-8b-instruct:free attempt 3 failed: HTTP 404: Model meta-llama/llama-3.1-8b-instruct:free not found. Trying next model...
2026-07-21 14:11:49 | WARNING | Model meta-llama/llama-3.1-8b-instruct:free exhausted. Trying next fallback...
2026-07-21 14:11:49 | WARNING | chat_json model=google/gemini-2.0-flash-exp:free attempt 1 failed: HTTP 404: Model google/gemini-2.0-flash-exp:free not found. Trying next model...
2026-07-21 14:11:51 | WARNING | chat_json model=google/gemini-2.0-flash-exp:free attempt 2 failed: HTTP 404: Model google/gemini-2.0-flash-exp:free not found. Trying next model...
2026-07-21 14:11:56 | WARNING | chat_json model=google/gemini-2.0-flash-exp:free attempt 3 failed: HTTP 404: Model google/gemini-2.0-flash-exp:free not found. Trying next model...
2026-07-21 14:12:02 | WARNING | Model google/gemini-2.0-flash-exp:free exhausted. Trying next fallback...
2026-07-21 14:12:02 | ERROR   | Failed to process topic 'Summer internship program prepares students for careers in adolescent health - UT Health San Antonio': chat_json failed after trying ['openai/gpt-4o-mini', 'meta-llama/llama-3.1-8b-instruct:free', 'google/gemini-2.0-flash-exp:free']: HTTP 404: Model google/gemini-2.0-flash-exp:free not found. Trying next model...
2026-07-21 14:12:02 | INFO    | Daily run complete. Published 0 blog(s).
2026-07-21 14:13:19 | INFO    | Discovered 50 unique trending candidates.
2026-07-21 14:13:20 | WARNING | chat_json model=google/gemini-2.5-flash attempt 1 failed: HTTP 402: Insufficient credits for google/gemini-2.5-flash. Trying next model...
2026-07-21 14:13:22 | WARNING | chat_json model=google/gemini-2.5-flash attempt 2 failed: HTTP 402: Insufficient credits for google/gemini-2.5-flash. Trying next model...
2026-07-21 14:13:26 | WARNING | chat_json model=google/gemini-2.5-flash attempt 3 failed: HTTP 402: Insufficient credits for google/gemini-2.5-flash. Trying next model...
2026-07-21 14:13:32 | WARNING | Model google/gemini-2.5-flash exhausted. Trying next fallback...
2026-07-21 14:13:37 | INFO    | AI selected 0 topics.
2026-07-21 14:13:37 | ERROR   | AI topic selection returned nothing. Aborting run.
2026-07-21 14:15:48 | INFO    | Discovered 50 unique trending candidates.
2026-07-21 14:15:59 | INFO    | AI selected 2 topics.
2026-07-21 14:16:45 | INFO    | Researched 'Indian Army’s Sikh Regiment partners with GNDU for Agniveers’ skill development' (6 facts).
2026-07-21 14:18:46 | WARNING | chat_json model=openrouter/free attempt 1 failed: Unterminated string starting at: line 93 column 5 (char 9836)
2026-07-21 14:20:02 | INFO    | Wrote blog 'Sikh Regiment & GNDU Partner for Agniveer Skills' (1050 words).
2026-07-21 14:20:03 | WARNING | All image generation attempts failed. Publishing without image.
2026-07-21 14:20:04 | INFO    | Publishing payload keys: ['category_id', 'title', 'slug', 'short_content', 'content', 'meta_title', 'meta_description', 'meta_keywords', 'alt', 'status']
2026-07-21 14:20:04 | INFO    |   meta_title='Sikh Regiment & GNDU Skill Program for Agniveers'
2026-07-21 14:20:04 | INFO    |   meta_description="Discover how the Sikh Regiment's partnership with "
2026-07-21 14:20:04 | INFO    |   meta_keywords='Sikh Regiment, GNDU, Agniveer skill development, I'
2026-07-21 14:20:04 | INFO    | Published 'Sikh Regiment & GNDU Partner for Agniveer Skills' -> /testblog/career-updates/sikh-regiment-gndu-agniveer-skill-development
2026-07-21 14:20:20 | INFO    | Researched 'NITI Aayog grants ₹1.55 crore to RISE Centre for skill development and women-led enterprises' (6 facts).
